candidate_id,firstname,lastname,email,password,skills,location,education,preferredJobTitle,experience,preferredJobType,preferredWorkType,softSkills
4614,Ayeza,Yasin,ayezayasin.98@gmail.com,)NISYZ%i@6,"vulnerability assessment, vulnerability assessment, penetration testing, penetration testing",Faisalabad,Masters,Cybersecurity Analyst,6,Full-time,Remote,"Communication, Problem Solving"
4615,Aafea,Hussian,aafeahussian.52@outlook.com,&g9oIlS#*_,"process improvement, process improvement, stakeholder management",Rawalpindi,Masters,Business Analyst,6,Contract,Remote,"Teamwork, Communication, Adaptability, Problem Solving"
4616,Malik,Zafar,malikzafar.77@gmail.com,)#1M+_wZC2,"network security design, security compliance, security governance, identity and access management, security protocols, security risk assessment",Lahore,PhD,Security Architect,20,Part-time,Onsite,"Problem Solving, Communication, Teamwork, Adaptability"
4617,Sadaf,Kumar,sadafkumar.88@outlook.com,X0ESMnj8@4,"Selenium, QA, automation, pytest, Selenium",Sialkot,PhD,Quality Assurance Engineer,10,Contract,Onsite,"Communication, Adaptability, Teamwork, Problem Solving"
4618,Usama,Sajjad,usamasajjad.77@hotmail.com,J7@RiJin#A,"business, consulting, strategy, business, consulting",Multan,Bachelors,IT Consultant,1,Contract,Remote,"Adaptability, Communication"
4619,Salam,Yaseen,salamyaseen.21@outlook.com,(3T2@XlmuS,"cryptography, incident response, penetration testing",Islamabad,Bachelors,Cybersecurity Analyst,1,Full-time,Remote,"Communication, Adaptability"
4620,Minz,Abbasi,minzabbasi.23@gmail.com,!tlt9RNRR6,"analytics, machine learning, python, python, machine learning",Sialkot,Intermediate,Data Scientist,0,Part-time,Onsite,"Adaptability, Communication, Problem Solving"
4621,Sheharyar,Naseem,sheharyarnaseem.45@outlook.com,UjCKufn+$5,"PostgreSQL, MySQL, Oracle, SQL",Sukkur,Bachelors,Database Administrator,3,Contract,Remote,Problem Solving
4622,Fatima,Latif,fatimalatif.10@hotmail.com,E6S%7Dxc(X,"CSS, HTML, web, JavaScript",Islamabad,Masters,Frontend Developer,3,Contract,Onsite,Teamwork
4623,Nazy,Ali,nazyali.98@gmail.com,k!8VwODcUh,"machine learning, NLP, machine learning, deep learning, deep learning, NLP",Lahore,Bachelors,AI Engineer,2,Contract,Onsite,"Adaptability, Communication"
4624,Nerda,Bota,nerdabota.79@hotmail.com,5C8eZOWj)$,"MySQL, PostgreSQL, SQL",Abbottabad,Masters,Database Administrator,4,Part-time,Remote,"Communication, Adaptability, Teamwork"
4625,Talha,Noor,talhanoor.54@gmail.com,H074Gp+g)0,"CNN, image processing, CNN, object detection, OpenCV",Islamabad,PhD,Computer Vision Engineer,20,Contract,Remote,"Adaptability, Teamwork, Problem Solving"
4626,Adnan,Begum,adnanbegum.79@hotmail.com,@iOXh6e)r9,"SQL, SQL, Oracle, PostgreSQL",Quetta,Masters,Database Administrator,4,Contract,Onsite,"Teamwork, Communication, Problem Solving, Adaptability"
4627,Zain,Abdullah,zainabdullah.11@hotmail.com,@&B08EwyLV,"coding, coding, algorithm",Hyderabad,Masters,Software Engineer,6,Full-time,Onsite,Communication
4628,Tehniyat,Raja,tehniyatraja.89@hotmail.com,URwJ29Lq*V,"data structure, algorithm, algorithm, algorithm, algorithm, programming",Quetta,PhD,Software Engineer,8,Contract,Onsite,Teamwork
4629,Muhammad,Bhatti,muhammadbhatti.50@gmail.com,%r*6BXl3A6,"CNN, CNN, image processing",Sukkur,Masters,Computer Vision Engineer,8,Full-time,Onsite,"Problem Solving, Communication, Adaptability, Teamwork"
4630,Amra,Parveen,amraparveen.45@hotmail.com,1uw2UvfQ**,"security incident handling, incident escalation, security monitoring",Nawabshah,Masters,Security Operations Center (SOC) Analyst,2,Part-time,Remote,"Problem Solving, Teamwork, Communication, Adaptability"
4631,Mohammad,Soomro,mohammadsoomro.16@outlook.com,F80wZde!)1,"ethereum, hyperledger, hyperledger",Rawalpindi,Masters,Blockchain Developer,9,Contract,Remote,"Communication, Teamwork"
4632,Usama,Farooq,usamafarooq.44@outlook.com,$&1xV#dc!_,"blockchain, ethereum, smart contract, hyperledger, hyperledger",Quetta,Bachelors,Blockchain Developer,5,Contract,Remote,"Adaptability, Problem Solving, Teamwork, Communication"
4633,Humna,Azeem,humnaazeem.30@outlook.com,Xe0PhUzgL_,"Docker, Docker, Docker, Docker, automation",Nawabshah,PhD,DevOps Engineer,10,Part-time,Onsite,Adaptability
4634,Sunny,Haider,sunnyhaider.16@gmail.com,W87NHOaz%6,"computer vision, computer vision, deep learning",Hyderabad,Intermediate,AI Engineer,2,Full-time,Onsite,Problem Solving
4635,Naila,Shakeel,nailashakeel.82@outlook.com,$DtTZ_jlw3,"deep learning, NLP, computer vision, computer vision, computer vision",Faisalabad,PhD,AI Engineer,4,Part-time,Onsite,"Communication, Teamwork, Adaptability"
4636,Haris,Ayub,harisayub.73@hotmail.com,B8t1*Eia^N,"requirements gathering, stakeholder management, requirements gathering, requirements gathering",Sukkur,Bachelors,Business Analyst,5,Full-time,Remote,Problem Solving
4637,Swan,Shafique,swanshafique.97@outlook.com,Zr8^K%krE*,"metasploit, exploit development, exploit development, social engineering, exploit development",Sukkur,Intermediate,Ethical Hacker,0,Part-time,Onsite,Problem Solving
4638,Adeena,Hussain,adeenahussain.38@hotmail.com,&a4XiPuiIA,"DNS, wireless networking, network troubleshooting",Quetta,Bachelors,Network Administrator,0,Part-time,Remote,"Problem Solving, Adaptability, Teamwork"
4639,Farooq,Ghani,farooqghani.61@gmail.com,+6_UvN4hYL,"cryptography, risk assessment, threat intelligence",Abbottabad,Intermediate,Cybersecurity Analyst,1,Part-time,Onsite,"Problem Solving, Adaptability, Communication"
4640,Rabab,Sattar,rababsattar.97@gmail.com,5)NMv_tl#u,"SQL, NoSQL, PostgreSQL, MySQL",Nawabshah,PhD,Database Administrator,4,Full-time,Remote,"Problem Solving, Teamwork, Adaptability, Communication"
4641,Rabab,Razaq,rababrazaq.88@gmail.com,5UzWv9sj@p,"ethereum, blockchain, ethereum, ethereum",Islamabad,Masters,Blockchain Developer,9,Contract,Remote,"Teamwork, Problem Solving, Adaptability"
4642,Adeena,Yaar,adeenayaar.47@outlook.com,5CJHhRdY^L,"python, python, statistics",Rawalpindi,Intermediate,Data Scientist,2,Part-time,Onsite,"Teamwork, Problem Solving, Adaptability"
4643,Salam,Sabir,salamsabir.62@gmail.com,(x2KFsZBxH,"web, HTML, frontend, backend, backend, web",Hyderabad,Masters,Backend Developer,9,Contract,Onsite,"Teamwork, Adaptability, Communication, Problem Solving"
4644,Hassan,Ameen,hassanameen.99@hotmail.com,96%*SVzn+@,"machine learning, computer vision, deep learning, deep learning",Sialkot,Bachelors,AI Engineer,1,Part-time,Onsite,Problem Solving
4645,Nerda,Iftikhar,nerdaiftikhar.19@outlook.com,TJ2+JvqZ$S,"Google Cloud, cloud, AWS, cloud, cloud",Karachi,Bachelors,Cloud Engineer,4,Part-time,Onsite,"Teamwork, Problem Solving"
4646,Saddam,Razaq,saddamrazaq.92@outlook.com,&NWV7WchD!,"DNS, firewall configuration, firewall configuration, network security protocols",Hyderabad,Bachelors,Network Administrator,1,Part-time,Onsite,"Teamwork, Problem Solving, Adaptability, Communication"
4647,Waseem,Mehmood,waseemmehmood.48@gmail.com,5KBen@8X*J,"security protocols, security protocols, identity and access management, security compliance, security risk assessment, threat modeling",Islamabad,PhD,Security Architect,0,Part-time,Remote,"Communication, Adaptability, Teamwork, Problem Solving"
4648,Swan,Hafeez,swanhafeez.43@hotmail.com,&7W80Dgc6T,"Linux, security, security, security, security, Linux",Hyderabad,PhD,System Administrator,18,Full-time,Onsite,Teamwork
4649,Madhia,Bhatti,madhiabhatti.55@gmail.com,cAg%9ERxg#,"malware analysis, cryptography, IDPS, vulnerability assessment",Bahawalpur,Intermediate,Cybersecurity Analyst,0,Internship,Remote,"Communication, Teamwork, Problem Solving"
4650,Ayan,Adnan,ayanadnan.41@outlook.com,#rHV!qP+8F,"algorithm, algorithm, coding, algorithm, data structure, algorithm",Karachi,PhD,Software Engineer,11,Contract,Onsite,"Teamwork, Problem Solving, Communication, Adaptability"
4651,Rashid,Tariq,rashidtariq.65@gmail.com,)3Dkzu!^@3,"deep learning, machine learning, NLP",Multan,Masters,Machine Learning Engineer,9,Full-time,Onsite,"Problem Solving, Communication, Adaptability, Teamwork"
4652,Yasaa,Chand,yasaachand.22@hotmail.com,_uS2CU@ob@,"Hadoop, Hadoop, Hadoop",Multan,Bachelors,Big Data Engineer,5,Full-time,Onsite,"Teamwork, Problem Solving"
4653,Mahrukh,Mushtaq,mahrukhmushtaq.87@hotmail.com,Uv#*63Ec9K,"AWS, Azure, Google Cloud, AWS, IaC, AWS",Sialkot,Intermediate,Cloud Engineer,0,Full-time,Onsite,"Adaptability, Teamwork, Problem Solving"
4654,Yasir,Ghafoor,yasirghafoor.44@hotmail.com,lGG2JGVui#,"process improvement, process improvement, process improvement, stakeholder management",Peshawar,Masters,Business Analyst,9,Part-time,Remote,Problem Solving
4655,Rohail,Khan,rohailkhan.82@outlook.com,f568CKNz4!,"machine learning, data, data",Faisalabad,Intermediate,Data Scientist,2,Contract,Onsite,"Teamwork, Communication, Problem Solving"
4656,Aroush,Zahid,aroushzahid.59@hotmail.com,!EWgz9Ji3H,"PostgreSQL, SQL, MySQL",Abbottabad,Masters,Database Administrator,5,Part-time,Onsite,"Communication, Teamwork, Problem Solving"
4657,Rashid,Khatoon,rashidkhatoon.54@outlook.com,)@1*)%PnxA,"Adobe XD, Sketch, Sketch, Adobe XD, Figma",Sialkot,Masters,UI/UX Designer,4,Part-time,Onsite,Adaptability
4658,Habib,Khaw,habibkhaw.98@gmail.com,ULBBh+c7&1,"networking, security, security, security",Sukkur,Bachelors,System Administrator,5,Contract,Onsite,Adaptability
4659,Waqas,Abdul,waqasabdul.35@outlook.com,j&5L%GNdor,"vulnerability assessment, incident response, cryptography, vulnerability assessment, SIEM",Bahawalpur,Masters,Cybersecurity Analyst,1,Internship,Remote,Problem Solving
4660,Shayan,Sikandar,shayansikandar.36@outlook.com,g(7LdvS%%*,"pytest, pytest, JUnit, JUnit",Lahore,Intermediate,Quality Assurance Engineer,2,Contract,Onsite,"Problem Solving, Adaptability"
4661,Salam,Ghulam,salamghulam.37@outlook.com,!94pA*n^5G,"computer vision, machine learning, machine learning, machine learning",Sukkur,Intermediate,Machine Learning Engineer,0,Internship,Remote,"Teamwork, Communication, Adaptability, Problem Solving"
4662,Amina,Rasool,aminarasool.67@hotmail.com,#NAME?,"ethereum, smart contract, hyperledger, blockchain, smart contract",Lahore,Masters,Blockchain Developer,2,Full-time,Remote,"Problem Solving, Communication"
4663,Bilal,Zada,bilalzada.12@gmail.com,q%!(0BUt$Y,"TOGAF, strategy, ITIL, strategy, strategy, strategy",Peshawar,Bachelors,IT Consultant,0,Internship,Remote,"Adaptability, Communication, Problem Solving, Teamwork"
4664,Zahid,Rasool,zahidrasool.41@hotmail.com,UP0wjLpZ%2,"Figma, Sketch, Adobe XD, Figma",Hyderabad,Masters,UI/UX Designer,6,Full-time,Remote,"Adaptability, Teamwork, Problem Solving"
4665,Anum,Amin,anumamin.31@outlook.com,%2)YUIBpBR,"MySQL, PostgreSQL, NoSQL",Hyderabad,PhD,Database Administrator,15,Part-time,Onsite,"Adaptability, Communication"
4666,Abubakar,Khalil,abubakarkhalil.79@outlook.com,1h1KU#Ow(4,"CNN, CNN, CNN, CNN",Hyderabad,PhD,Computer Vision Engineer,7,Part-time,Remote,"Adaptability, Teamwork, Communication"
4667,Khudija,Aziz,khudijaaziz.52@gmail.com,N&1IqEfdnm,"threat modeling, social engineering, exploit development, exploit development, wireless security, penetration testing",Lahore,Bachelors,Ethical Hacker,0,Part-time,Remote,"Adaptability, Communication"
4668,Zarish,Kashif,zarishkashif.83@outlook.com,I8OhDn0F*M,"helpdesk, customer service, troubleshooting, troubleshooting",Islamabad,PhD,IT Support Specialist,0,Contract,Remote,"Communication, Adaptability, Problem Solving, Teamwork"
4669,Mirha,Naveed,mirhanaveed.32@hotmail.com,3W6IrFks&5,"Sketch, Sketch, Adobe XD, Figma, Adobe XD, Figma",Lahore,Bachelors,UI/UX Designer,4,Full-time,Onsite,"Teamwork, Communication"
4670,Bilal,Irshad,bilalirshad.48@gmail.com,_iz9G))pvm,"linuxCI/CD, linuxCI/CD, Docker",Karachi,Intermediate,DevOps Engineer,1,Contract,Onsite,"Communication, Adaptability, Teamwork, Problem Solving"
4671,Kashaf,Sattar,kashafsattar.12@hotmail.com,4mhHLe7o#3,"coding, algorithm, programming, coding, programming, algorithm",Sukkur,Masters,Software Engineer,9,Contract,Onsite,"Problem Solving, Teamwork, Communication"
4672,Sheraz,Javaid,sherazjavaid.30@outlook.com,(VBG3MyzmL,"Sketch, Sketch, Adobe XD, Sketch, Figma",Gujranwala,PhD,UI/UX Designer,18,Part-time,Remote,"Adaptability, Teamwork"
4673,Rabab,Din,rababdin.13@hotmail.com,0qJQsik3)C,"requirements gathering, process improvement, process improvement",Sialkot,Bachelors,Business Analyst,2,Part-time,Remote,"Teamwork, Communication, Problem Solving"
4674,Faheem,Khan,faheemkhan.98@hotmail.com,j(kWgMmt(6,"agile, PRINCE2, agile",Multan,Masters,IT Project Manager,3,Full-time,Remote,"Problem Solving, Communication"
4675,DAWOOD,Sultana,dawoodsultana.80@gmail.com,%(z3V^VixM,"Swift, Android, Android, Swift, iOS, Android",Multan,Intermediate,Mobile App Developer,0,Contract,Remote,"Teamwork, Communication, Problem Solving"
4676,Thinker,Gulzar,thinkergulzar.59@hotmail.com,ph1Zd)pP##,"computer vision, machine learning, deep learning, machine learning, NLP, NLP",Peshawar,Masters,AI Engineer,10,Contract,Onsite,Problem Solving
4677,Mujtaba,Razzaq,mujtabarazzaq.51@gmail.com,Oz08VnItr_,"Linux, Linux, networking, security",Sukkur,PhD,System Administrator,16,Contract,Onsite,"Problem Solving, Teamwork, Adaptability, Communication"
4678,Usman,Maqsood,usmanmaqsood.31@hotmail.com,+9)OyqaQSt,"Docker, Kubernetes, automation, DevOps, DevOps",Abbottabad,PhD,DevOps Engineer,12,Contract,Remote,"Adaptability, Problem Solving"
4679,Waqas,Ahmad,waqasahmad.14@outlook.com,K_J9VRdq6*,"analytics, statistics, statistics, python",Abbottabad,Bachelors,Data Scientist,3,Part-time,Onsite,"Adaptability, Teamwork"
4680,Saboor,Qayyum,saboorqayyum.41@hotmail.com,$)058EqD$Y,"frontend, CSS, JavaScript",Multan,PhD,Frontend Developer,6,Contract,Onsite,"Teamwork, Problem Solving"
4681,Zahid,Ishaq,zahidishaq.51@gmail.com,ZPrs3QRy!z,"process improvement, process improvement, requirements gathering, requirements gathering",Multan,Intermediate,Business Analyst,1,Contract,Remote,"Adaptability, Teamwork"
4682,Saima,Nawab,saimanawab.70@hotmail.com,%I1EQ!goP5,"scrum, agile, scrum, scrum",Islamabad,PhD,IT Project Manager,10,Part-time,Remote,"Problem Solving, Communication, Adaptability"
4683,Khadija,Haroon,khadijaharoon.61@gmail.com,FNn8SyMr+O,"SQL, SQL, SQL",Sialkot,Intermediate,Database Administrator,1,Contract,Onsite,"Problem Solving, Adaptability"
4684,Saboor,Jabbar,saboorjabbar.38@hotmail.com,Ws83MNzko#,"linuxCI/CD, automation, Docker",Karachi,PhD,DevOps Engineer,3,Full-time,Onsite,"Communication, Adaptability, Problem Solving, Teamwork"
4685,Amina,Pervez,aminapervez.60@hotmail.com,(4N)hRvoog,"hyperledger, smart contract, hyperledger, smart contract, blockchain, blockchain",Lahore,Bachelors,Blockchain Developer,0,Contract,Onsite,Teamwork
4686,Hareem,Zaib,hareemzaib.59@outlook.com,F7EXdJcq@Q,"Oracle, PostgreSQL, PostgreSQL, PostgreSQL, Oracle",Sukkur,Intermediate,Database Administrator,0,Internship,Remote,Problem Solving
4687,Mahrukh,Hafeez,mahrukhhafeez.87@gmail.com,8((5oKIc@k,"object detection, CNN, CNN, image processing, CNN, CNN",Sialkot,Intermediate,Computer Vision Engineer,2,Part-time,Onsite,"Problem Solving, Adaptability, Teamwork"
4688,Ayeza,Warsi,ayezawarsi.11@hotmail.com,tCx7vAYy%#,"frontend, CSS, backend, HTML, JavaScript, backend",Islamabad,Bachelors,Web Developer,4,Part-time,Onsite,Adaptability
4689,Usman,Sajjad,usmansajjad.52@hotmail.com,3(T^&5Kobw,"deep learning, computer vision, computer vision, computer vision",Quetta,Masters,Machine Learning Engineer,8,Contract,Onsite,"Teamwork, Adaptability"
4690,Muhammad,Hussain,muhammadhussain.35@gmail.com,#JrVJ&(zp1,"computer vision, NLP, computer vision",Nawabshah,PhD,AI Engineer,8,Full-time,Onsite,Communication
4691,Rida,Hussain,ridahussain.40@outlook.com,%$1BdNdiBA,"data structure, algorithm, coding, programming, programming, algorithm",Gujranwala,PhD,Software Engineer,2,Contract,Remote,"Communication, Problem Solving, Teamwork, Adaptability"
4692,Mustansar,Chand,mustansarchand.61@gmail.com,74Rdf&3m!T,"C#, 3D modeling, Unreal Engine",Bahawalpur,Bachelors,Game Developer,4,Part-time,Onsite,"Problem Solving, Adaptability"
4693,Haris,Qadir,harisqadir.88@outlook.com,Z5AG1gY_&g,"web application security, penetration testing, wireless security",Bahawalpur,PhD,Ethical Hacker,20,Contract,Remote,Communication
4694,Laiba,Usman,laibausman.21@hotmail.com,h0S_Lubr%K,"data structure, coding, data structure, data structure, coding",Karachi,Bachelors,Software Engineer,1,Part-time,Onsite,"Teamwork, Problem Solving, Adaptability"
4695,Huma,Raheem,humaraheem.37@outlook.com,yM70EEKxy#,"CSS, backend, backend",Nawabshah,Bachelors,Frontend Developer,0,Full-time,Onsite,"Communication, Teamwork, Adaptability, Problem Solving"
4696,Humna,Ul,humnaul.89@outlook.com,*oqXV7vdh7,"web, web, frontend",Sialkot,Masters,Backend Developer,10,Full-time,Onsite,"Teamwork, Problem Solving"
4697,Ayub,Suleman,ayubsuleman.52@gmail.com,$EIkke0kp1,"Sketch, Adobe XD, Sketch",Gujranwala,Bachelors,UI/UX Designer,1,Part-time,Remote,"Teamwork, Problem Solving"
4698,Maham,Dino,mahamdino.36@gmail.com,*KH&l$*Y0x,"cryptography, risk assessment, SIEM",Quetta,Masters,Cybersecurity Analyst,9,Full-time,Remote,Teamwork
4699,Haseeb,Khaw,haseebkhaw.44@outlook.com,V1UVYLj)%o,"object detection, OpenCV, OpenCV, CNN, CNN, object detection",Rawalpindi,PhD,Computer Vision Engineer,1,Contract,Onsite,"Problem Solving, Teamwork, Adaptability, Communication"
4700,Dua,Jalal,duajalal.70@outlook.com,&Ur54UYu!a,"Kotlin, Kotlin, Swift, Swift, iOS",Quetta,PhD,Mobile App Developer,11,Part-time,Remote,"Problem Solving, Communication"
4701,Benish,Wali,benishwali.48@hotmail.com,N1M5!Eqz@q,"security monitoring, security tool management, network traffic analysis",Nawabshah,Masters,Security Operations Center (SOC) Analyst,3,Contract,Remote,"Communication, Teamwork"
4702,Muhammad,Waris,muhammadwaris.25@gmail.com,j(m!7Xtos(,"machine learning, NLP, computer vision, deep learning",Karachi,Bachelors,AI Engineer,2,Contract,Onsite,Teamwork
4703,Jehangeer,Raja,jehangeerraja.87@gmail.com,%+3KEdWIPj,"C#, Unity, Unity",Bahawalpur,Bachelors,Game Developer,2,Full-time,Remote,Communication
4704,Samak,Javaid,samakjavaid.80@gmail.com,CU240h1y_(,"process improvement, requirements gathering, process improvement, requirements gathering, requirements gathering",Rawalpindi,Bachelors,Business Analyst,0,Part-time,Onsite,"Adaptability, Communication, Problem Solving, Teamwork"
4705,Muzammal,Raja,muzammalraja.97@outlook.com,gPPw8*f&b$,"network security protocols, network troubleshooting, firewall configuration",Quetta,Intermediate,Network Administrator,1,Full-time,Remote,"Problem Solving, Teamwork, Adaptability"
4706,Ismail,Dad,ismaildad.66@outlook.com,HL3GYQjt!8,"backend, HTML, JavaScript, JavaScript",Bahawalpur,Intermediate,Web Developer,0,Contract,Onsite,"Communication, Adaptability"
4707,Zeeshan,Ul,zeeshanul.23@gmail.com,06a_OgrU^U,"helpdesk, troubleshooting, customer service, troubleshooting, troubleshooting, ticketing",Nawabshah,Masters,IT Support Specialist,8,Contract,Remote,"Adaptability, Problem Solving, Communication"
4708,Arooha,Shakoor,aroohashakoor.95@gmail.com,@u3i67Um#&,"Spark, Hadoop, MapReduce, MapReduce",Sialkot,Masters,Big Data Engineer,8,Full-time,Remote,"Adaptability, Communication, Problem Solving"
4709,Mishael,Nabi,mishaelnabi.97@hotmail.com,#z5I4qnnlH,"web, HTML, CSS, web, frontend",Bahawalpur,Masters,Backend Developer,9,Full-time,Onsite,"Teamwork, Adaptability, Communication"
4710,Tehreem,Anwar,tehreemanwar.94@gmail.com,uJCU2mEpS$,"3D modeling, Unreal Engine, Unity, Unity",Hyderabad,Masters,Game Developer,7,Part-time,Remote,"Communication, Adaptability, Teamwork"
4711,Idrees,Taj,idreestaj.96@hotmail.com,AW6gxTnP_1,"security compliance, security compliance, encryption standards, network security design, threat modeling, identity and access management",Karachi,Masters,Security Architect,9,Part-time,Remote,"Adaptability, Problem Solving, Communication, Teamwork"
4712,Usama,Iftikhar,usamaiftikhar.98@gmail.com,@xEo#&7KM1,"Google Cloud, AWS, cloud, cloud, AWS, cloud",Sialkot,Intermediate,Cloud Engineer,1,Internship,Remote,"Communication, Teamwork"
4713,Ruby,Riaz,rubyriaz.97@gmail.com,$3LwIf5)D5,"data structure, data structure, algorithm, algorithm",Sukkur,Intermediate,Software Engineer,2,Contract,Remote,"Problem Solving, Teamwork"
4714,Adi,Gohar,adigohar.27@gmail.com,$4jRogvJGA,"troubleshooting, customer service, customer service",Bahawalpur,Bachelors,IT Support Specialist,3,Full-time,Remote,"Adaptability, Communication, Problem Solving"
4715,Anum,Tufail,anumtufail.29@hotmail.com,Dg2yCe2#!2,"cloud, cloud, Azure, cloud",Lahore,Masters,Cloud Engineer,8,Part-time,Onsite,"Teamwork, Communication, Adaptability"
4716,Sahar,Jahangir,saharjahangir.96@gmail.com,!#4N0sRxPN,"PMP, PRINCE2, agile, PMP, agile",Rawalpindi,PhD,IT Project Manager,20,Part-time,Remote,Communication
4717,Muhammad,Siddique,muhammadsiddique.88@hotmail.com,)e1L^Pjv#o,"smart contract, smart contract, hyperledger, hyperledger",Abbottabad,PhD,Blockchain Developer,9,Full-time,Onsite,Adaptability
4718,Benish,Noor,benishnoor.23@hotmail.com,kiRPb@)e+3,"strategy, strategy, TOGAF",Sukkur,Bachelors,IT Consultant,2,Part-time,Remote,Teamwork
4719,Eddie,Dad,eddiedad.81@gmail.com,)3@Ismqy(h,"pytest, JUnit, QA, JUnit",Rawalpindi,PhD,Quality Assurance Engineer,15,Part-time,Onsite,"Teamwork, Problem Solving, Communication"
4720,Talha,Hakeem,talhahakeem.43@hotmail.com,_f71IRy8ei,"network configuration, network monitoring, network monitoring, wireless networking, network configuration",Multan,Masters,Network Administrator,5,Part-time,Onsite,"Adaptability, Problem Solving, Teamwork"
4721,Zafar,Ameen,zafarameen.89@hotmail.com,_6&sAsdl0o,"pytest, testing, JUnit, JUnit, pytest, automation",Multan,Intermediate,Quality Assurance Engineer,0,Internship,Remote,"Teamwork, Problem Solving, Communication"
4722,Idrees,Fazl,idreesfazl.24@gmail.com,&9H9TDfFVJ,"data structure, programming, coding, coding",Hyderabad,Masters,Software Engineer,8,Part-time,Remote,Problem Solving
4723,Aman,Siddique,amansiddique.77@hotmail.com,&i&hJCRo&0,"deep learning, NLP, deep learning, deep learning",Faisalabad,PhD,AI Engineer,13,Contract,Onsite,Problem Solving
4724,Tehniyat,Shahid,tehniyatshahid.90@gmail.com,6p8BDtQv_%,"Android, Swift, iOS, Kotlin, Android",Multan,PhD,Mobile App Developer,8,Part-time,Remote,"Teamwork, Adaptability, Problem Solving, Communication"
4725,Ramsha,Nasir,ramshanasir.17@hotmail.com,+7*7Sus5ul,"incident escalation, network traffic analysis, network traffic analysis, incident escalation, security incident handling, security monitoring",Peshawar,Bachelors,Security Operations Center (SOC) Analyst,1,Internship,Onsite,"Problem Solving, Adaptability, Teamwork, Communication"
4726,Malik,Fazal,malikfazal.27@outlook.com,O@QMu@Eb^1,"deep learning, deep learning, computer vision, machine learning, deep learning, deep learning",Multan,Bachelors,Machine Learning Engineer,5,Contract,Onsite,"Communication, Teamwork, Adaptability"
4727,Omar,Jahangir,omarjahangir.35@outlook.com,B*R7RyqeI^,"log analysis, security tool management, security incident handling, security procedures, incident escalation, security incident handling",Bahawalpur,Masters,Security Operations Center (SOC) Analyst,3,Part-time,Remote,"Teamwork, Adaptability, Communication, Problem Solving"
4728,Zafar,Alam,zafaralam.90@hotmail.com,@%ja5Tk1X&,"ticketing, ticketing, troubleshooting, customer service",Lahore,Masters,IT Support Specialist,8,Part-time,Remote,Adaptability
4729,ALIYA,Shabir,aliyashabir.19@outlook.com,(8RBLM4v_j,"network monitoring, switching, network security protocols, switching, network security protocols, wireless networking",Gujranwala,Masters,Network Administrator,6,Part-time,Remote,"Problem Solving, Teamwork, Adaptability"
4730,Ayyan,Habib,ayyanhabib.59@gmail.com,4r$OMlAu*8,"network security protocols, wireless networking, switching",Nawabshah,Intermediate,Network Administrator,2,Part-time,Onsite,Teamwork
4731,Huma,Wahab,humawahab.67@hotmail.com,$2j1cNudyI,"deep learning, NLP, deep learning",Gujranwala,Masters,Machine Learning Engineer,9,Full-time,Onsite,"Problem Solving, Teamwork, Communication"
4732,Hammad,Latif,hammadlatif.64@outlook.com,P3FCnBqO$i,"Kotlin, Android, Swift, Kotlin, Swift",Quetta,Intermediate,Mobile App Developer,0,Full-time,Remote,"Problem Solving, Teamwork"
4733,Aamir,Awaya,aamirawaya.72@gmail.com,Z1YXpLo#&D,"social engineering, metasploit, social engineering, penetration testing, metasploit, web application security",Sukkur,Masters,Ethical Hacker,7,Full-time,Remote,"Communication, Teamwork"
4734,Benish,Kareem,benishkareem.93@hotmail.com,OToAR1qn+4,"PMP, PMP, scrum",Bahawalpur,Intermediate,IT Project Manager,1,Part-time,Remote,"Communication, Teamwork"
4735,Samak,Abdullah,samakabdullah.87@outlook.com,%A3mOpIoHi,"incident response, threat intelligence, vulnerability assessment, SIEM, threat intelligence",Gujranwala,Masters,Cybersecurity Analyst,0,Internship,Remote,"Teamwork, Problem Solving"
4736,Bisma,Dad,bismadad.20@gmail.com,!^TCl7iw38,"security compliance, security protocols, threat modeling, security compliance",Nawabshah,Intermediate,Security Architect,1,Contract,Onsite,"Communication, Adaptability, Problem Solving, Teamwork"
4737,Zia,Inayat,ziainayat.10@outlook.com,e1LX(!ag(0,"web, JavaScript, web, HTML, HTML",Sialkot,Masters,Web Developer,7,Contract,Onsite,"Teamwork, Problem Solving, Communication, Adaptability"
4738,Sheeza,Mahmood,sheezamahmood.26@outlook.com,6TV7rFi4(o,"encryption standards, identity and access management, encryption standards, threat modeling",Nawabshah,PhD,Security Architect,0,Internship,Remote,"Teamwork, Adaptability, Communication, Problem Solving"
4739,Faheem,Baz,faheembaz.85@outlook.com,&q24PEjk9*,"Unity, C#, 3D modeling, Unreal Engine",Nawabshah,PhD,Game Developer,2,Full-time,Onsite,"Problem Solving, Adaptability, Communication, Teamwork"
4740,Zohaib,Hakeem,zohaibhakeem.25@hotmail.com,N^25tIVhVq,"business, strategy, consulting, ITIL, TOGAF",Sialkot,Intermediate,IT Consultant,0,Part-time,Onsite,"Teamwork, Communication, Adaptability"
4741,Sajida,Naseem,sajidanaseem.88@hotmail.com,$dPDCBb5o7,"PostgreSQL, Oracle, Oracle, PostgreSQL, Oracle",Islamabad,PhD,Database Administrator,17,Contract,Remote,Communication
